Variant,Priority,Issue Type,Report Channel,Step_count,Reassignment_count,Escalation_count,Has_Bounce,Workload_Index,Open_Hour,Is_Weekend,SLA_Violation
Variant 1,Medium,Bug,Email,6,3,0.0,0,18,19,1,0
Variant 3,High,Feature Request,Website,8,5,1.0,0,40,6,0,0
Variant 1,Medium,Bug,Email,6,3,0.0,0,18,18,0,0
Variant 1,Low,Performance Issue,Email,6,2,0.0,0,12,4,1,0
Variant 3,High,Performance Issue,Email,8,6,1.0,0,48,18,0,0
Variant 1,High,Performance Issue,Email,6,3,0.0,0,18,17,1,0
Variant 3,Low,Feature Request,Website,8,3,1.0,0,24,15,0,0
Variant 3,Medium,Incident,Website,8,4,1.0,0,32,23,1,0
Variant 1,Medium,Technical Issue,Website,6,3,0.0,0,18,12,0,0
Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,0,1,0
Variant 2,Low,Maintenance,Website,4,2,0.0,1,8,2,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,9,0,0
Variant 3,Medium,Performance Issue,Email,8,3,1.0,0,24,15,1,0
Variant 5,Medium,Feature Request,Email,12,5,1.0,1,60,17,0,0
Variant 3,Medium,Performance Issue,App,8,4,1.0,0,32,17,0,0
Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,12,0,0
Variant 1,Low,Feature Request,Website,6,3,0.0,0,18,6,1,0
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,3,0,0
Variant 2,High,Feature Request,Email,4,2,0.0,1,8,13,0,0
Variant 4,Low,Performance Issue,Website,7,4,1.0,0,28,13,0,0
Variant 3,Medium,Feature Request,Website,8,6,1.0,0,48,2,0,0
Variant 1,Low,Bug,Email,6,3,0.0,0,18,5,0,0
Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,5,1,0
Variant 8,Medium,Incident,Website,10,2,0.0,0,20,7,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,7,0,0
Variant 1,Medium,Incident,Website,6,2,0.0,0,12,1,0,0
Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,6,0,0
Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,5,0,0
Variant 3,High,Technical Issue,Website,8,4,1.0,0,32,23,0,0
Variant 3,Low,Feature Request,Email,8,5,1.0,0,40,13,0,0
Variant 4,Medium,Incident,Website,7,5,1.0,0,35,11,1,0
Variant 1,Medium,Incident,Website,6,2,0.0,0,12,13,0,0
Variant 7,Medium,Bug,Website,15,7,3.0,0,105,8,1,0
Variant 4,Low,Feature Request,Website,7,4,1.0,0,28,12,0,0
Variant 8,Low,Bug,Website,10,3,0.0,0,30,9,0,0
Variant 4,Medium,Feature Request,Email,7,4,1.0,0,28,18,1,0
Variant 3,Medium,Maintenance,Email,8,5,1.0,0,40,1,0,0
Variant 8,Medium,Bug,Website,10,3,0.0,0,30,8,1,0
Variant 3,Low,Technical Issue,Email,8,5,1.0,0,40,22,0,0
Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,12,0,0
Variant 3,Low,Incident,Email,8,3,1.0,0,24,10,0,0
Variant 3,High,Incident,App,8,3,1.0,0,24,14,0,0
Variant 1,Medium,Bug,Email,6,3,0.0,0,18,18,0,0
Variant 12,High,Technical Issue,Website,6,3,0.0,0,18,18,0,0
Variant 3,Medium,Feature Request,Email,8,5,1.0,0,40,18,0,0
Variant 1,Low,Performance Issue,Phone,6,3,0.0,0,18,4,0,0
Variant 7,High,Bug,Website,15,7,3.0,0,105,15,1,1
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,19,1,0
Variant 1,Medium,Bug,Email,6,2,0.0,0,12,8,0,0
Variant 1,Low,Bug,Website,6,3,0.0,0,18,16,0,0
Variant 9,Medium,Service Request,Email,10,4,1.0,0,40,16,1,0
Variant 3,Medium,Performance Issue,Phone,8,5,1.0,0,40,13,0,0
Variant 3,Medium,Technical Issue,Website,8,5,1.0,0,40,10,0,0
Variant 1,High,Bug,Email,6,2,0.0,0,12,13,0,0
Variant 9,Low,Feature Request,Email,10,5,1.0,0,50,6,0,0
Variant 3,Medium,Service Request,Website,8,5,1.0,0,40,1,1,0
Variant 1,Low,Performance Issue,Email,6,3,0.0,0,18,17,0,0
Variant 3,High,Performance Issue,Website,8,6,1.0,0,48,14,0,0
Variant 3,High,Performance Issue,Website,8,5,1.0,0,40,0,0,0
Variant 3,Medium,Performance Issue,Email,8,3,1.0,0,24,2,0,0
Variant 1,High,Feature Request,Email,6,3,0.0,0,18,5,0,0
Variant 1,Medium,Incident,Phone,6,3,0.0,0,18,23,0,0
Variant 1,High,Feature Request,Email,6,3,0.0,0,18,10,0,0
Variant 3,Low,Feature Request,Website,8,5,1.0,0,40,14,0,0
Variant 11,Medium,Feature Request,Email,6,2,0.0,0,12,6,1,0
Variant 9,Medium,Incident,Phone,10,4,1.0,0,40,15,0,0
Variant 3,High,Service Request,Website,8,4,1.0,0,32,21,1,0
Variant 3,Medium,Service Request,Email,8,5,1.0,0,40,16,0,0
Variant 3,Low,Incident,Website,8,4,1.0,0,32,22,1,0
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,22,0,0
Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,4,1,0
Variant 1,Low,Bug,App,6,3,0.0,0,18,16,0,0
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,20,1,0
Variant 1,Medium,Performance Issue,Phone,6,3,0.0,0,18,10,0,0
Variant 1,Medium,Bug,Email,6,2,0.0,0,12,13,0,0
Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,21,0,0
Variant 1,High,Service Request,Email,6,3,0.0,0,18,12,1,0
Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,19,0,0
Variant 1,Low,Incident,Website,6,3,0.0,0,18,22,1,0
Variant 3,Low,Service Request,Email,8,3,1.0,0,24,16,1,0
Variant 4,Low,Bug,Website,7,6,1.0,0,42,9,1,0
Variant 4,Medium,Maintenance,Website,7,4,1.0,0,28,19,0,0
Variant 3,Medium,Feature Request,Website,8,4,1.0,0,32,0,1,0
Variant 6,Low,Performance Issue,Email,10,7,2.0,0,70,2,1,0
Variant 3,Low,Performance Issue,Phone,8,6,1.0,0,48,17,1,0
Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,12,1,0
Variant 4,Medium,Feature Request,Email,7,6,1.0,0,42,17,1,0
Variant 1,Medium,Incident,Email,6,2,0.0,0,12,17,1,0
Variant 1,High,Bug,Website,6,2,0.0,0,12,15,0,0
Variant 2,High,Feature Request,App,4,3,0.0,1,12,20,0,0
Variant 1,High,Bug,Email,6,2,0.0,0,12,8,0,0
Variant 1,Medium,Feature Request,App,6,3,0.0,0,18,14,1,0
Variant 5,Medium,Incident,Email,12,5,1.0,1,60,20,1,0
Variant 1,Medium,Performance Issue,Website,6,2,0.0,0,12,8,0,0
Variant 3,High,Feature Request,Email,8,4,1.0,0,32,3,0,0
Variant 4,Medium,Bug,Phone,7,5,1.0,0,35,15,0,0
Variant 10,High,Performance Issue,Website,6,4,1.0,1,24,17,0,0
Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,15,1,0
Variant 1,Low,Incident,Email,6,2,0.0,0,12,7,0,0
Variant 1,Medium,Incident,Website,6,2,0.0,0,12,5,0,0
Variant 10,Low,Incident,App,6,4,1.0,1,24,9,1,0
Variant 1,Low,Bug,Website,6,3,0.0,0,18,12,0,0
Variant 4,Low,Service Request,Website,7,5,1.0,0,35,22,0,0
Variant 3,Medium,Technical Issue,Website,8,4,1.0,0,32,10,0,0
Variant 6,Medium,Bug,Email,10,7,2.0,0,70,8,1,0
Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,8,0,0
Variant 1,Medium,Incident,Email,6,3,0.0,0,18,22,0,0
Variant 9,Medium,Performance Issue,App,10,5,1.0,0,50,12,0,0
Variant 1,Low,Technical Issue,Phone,6,3,0.0,0,18,12,0,0
Variant 11,Low,Bug,Website,6,3,0.0,0,18,14,0,0
Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,19,0,0
Variant 3,Low,Performance Issue,Phone,8,5,1.0,0,40,13,0,0
Variant 13,Medium,Bug,Email,11,5,1.0,0,55,21,0,0
Variant 8,Medium,Performance Issue,Website,10,3,0.0,0,30,16,1,0
Variant 2,High,Bug,Website,4,2,0.0,1,8,16,0,0
Variant 6,Low,Service Request,App,10,6,2.0,0,60,0,0,0
Variant 1,Low,Feature Request,Email,6,3,0.0,0,18,0,0,0
Variant 4,Medium,Bug,Website,7,4,1.0,0,28,15,1,0
Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,21,0,0
Variant 1,Medium,Bug,Email,6,3,0.0,0,18,14,0,0
Variant 3,Medium,Service Request,Email,8,4,1.0,0,32,9,0,0
Variant 3,Low,Performance Issue,Email,8,4,1.0,0,32,5,0,0
Variant 3,Medium,Feature Request,Email,8,4,1.0,0,32,2,0,0
Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,3,1,0
Variant 4,Medium,Feature Request,Website,7,4,1.0,0,28,14,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,4,1,0
Variant 3,Medium,Feature Request,Website,8,5,1.0,0,40,16,0,0
Variant 5,Medium,Performance Issue,Website,12,6,1.0,1,72,19,1,0
Variant 1,Low,Maintenance,App,6,3,0.0,0,18,5,0,0
Variant 4,Medium,Incident,Email,7,5,1.0,0,35,18,1,0
Variant 3,Low,Performance Issue,Email,8,4,1.0,0,32,19,0,0
Variant 12,Medium,Incident,Website,6,2,0.0,0,12,15,0,0
Variant 4,High,Bug,Email,7,5,1.0,0,35,22,0,0
Variant 4,Medium,Incident,Website,7,5,1.0,0,35,12,0,0
Variant 1,High,Performance Issue,Website,6,3,0.0,0,18,6,0,0
Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,18,0,0
Variant 7,Medium,Bug,Email,15,7,3.0,0,105,9,0,0
Variant 1,High,Service Request,Website,6,2,0.0,0,12,0,0,0
Variant 3,High,Incident,Email,8,4,1.0,0,32,22,0,0
Variant 3,Low,Incident,Website,8,4,1.0,0,32,10,0,0
Variant 4,High,Technical Issue,Email,7,5,1.0,0,35,13,0,0
Variant 4,Low,Performance Issue,Email,7,5,1.0,0,35,18,0,0
Variant 1,Low,Bug,Website,6,3,0.0,0,18,21,0,0
Variant 7,Medium,Bug,Website,15,7,3.0,0,105,9,0,0
Variant 3,Low,Performance Issue,Website,8,6,1.0,0,48,18,0,0
Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,9,0,0
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,4,0,0
Variant 1,Medium,Feature Request,Email,6,2,0.0,0,12,13,0,0
Variant 2,Low,Incident,Email,4,2,0.0,1,8,11,0,0
Variant 3,High,Feature Request,Website,8,6,1.0,0,48,20,1,0
Variant 4,Low,Bug,Email,7,4,1.0,0,28,1,0,0
Variant 3,High,Performance Issue,Email,8,3,1.0,0,24,7,0,0
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,1,0,0
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,9,1,0
Variant 1,Low,Service Request,Email,6,2,0.0,0,12,9,0,0
Variant 3,High,Performance Issue,Phone,8,4,1.0,0,32,6,0,0
Variant 3,High,Feature Request,Website,8,6,1.0,0,48,3,0,0
Variant 1,Low,Feature Request,Email,6,3,0.0,0,18,21,0,0
Variant 11,Low,Service Request,Website,6,3,0.0,0,18,13,0,0
Variant 6,Low,Technical Issue,Website,10,6,2.0,0,60,22,1,0
Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,21,0,0
Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,19,0,1
Variant 1,Medium,Incident,Email,6,3,0.0,0,18,11,0,0
Variant 3,Low,Feature Request,Email,8,3,1.0,0,24,23,0,0
Variant 1,Medium,Performance Issue,Email,6,2,0.0,0,12,19,1,0
Variant 3,Medium,Feature Request,Website,8,4,1.0,0,32,0,0,0
Variant 1,Medium,Technical Issue,Website,6,3,0.0,0,18,5,0,0
Variant 5,Medium,Performance Issue,Website,12,5,1.0,1,60,17,1,0
Variant 2,Medium,Incident,Website,4,3,0.0,1,12,23,1,0
Variant 1,Low,Incident,Website,6,3,0.0,0,18,22,0,0
Variant 3,Low,Feature Request,Website,8,4,1.0,0,32,21,1,0
Variant 3,High,Performance Issue,Website,8,5,1.0,0,40,3,0,0
Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,17,0,0
Variant 5,Medium,Service Request,Email,12,6,1.0,1,72,23,0,0
Variant 2,Low,Bug,Website,4,2,0.0,1,8,23,1,0
Variant 1,Medium,Bug,Website,6,2,0.0,0,12,20,1,0
Variant 1,High,Incident,Email,6,3,0.0,0,18,5,1,0
Variant 4,Low,Service Request,Email,7,3,1.0,0,21,20,0,0
Variant 13,High,Bug,Website,11,5,1.0,0,55,22,0,1
Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,0,0,0
Variant 2,Low,Service Request,Email,4,2,0.0,1,8,8,0,0
Variant 3,High,Incident,Email,8,4,1.0,0,32,10,0,0
Variant 10,Low,Feature Request,Email,6,3,1.0,1,18,9,0,0
Variant 3,Medium,Technical Issue,Website,8,5,1.0,0,40,8,0,0
Variant 4,Medium,Feature Request,App,7,5,1.0,0,35,19,0,0
Variant 11,Medium,Feature Request,Website,6,3,0.0,0,18,13,1,0
Variant 3,Low,Incident,Website,8,4,1.0,0,32,11,1,0
Variant 3,Low,Service Request,App,8,4,1.0,0,32,18,0,0
Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,7,0,0
Variant 3,High,Performance Issue,Website,8,5,1.0,0,40,2,0,0
Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,12,0,0
Variant 3,Low,Service Request,App,8,4,1.0,0,32,8,0,0
Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,20,0,0
Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,5,1,0
Variant 3,High,Maintenance,Email,8,4,1.0,0,32,3,0,0
Variant 3,High,Maintenance,Website,8,5,1.0,0,40,16,0,0
Variant 8,Medium,Bug,Website,10,3,0.0,0,30,9,0,0
Variant 3,Medium,Feature Request,Website,8,5,1.0,0,40,1,0,0
Variant 13,High,Bug,Website,11,5,1.0,0,55,12,0,1
Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,17,0,0
Variant 1,High,Bug,Email,6,3,0.0,0,18,4,0,0
Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,18,0,0
Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,13,0,0
Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,8,0,0
Variant 3,Medium,Service Request,Website,8,3,1.0,0,24,16,0,0
Variant 6,Low,Bug,Email,10,7,2.0,0,70,20,0,0
Variant 4,Medium,Performance Issue,Email,7,4,1.0,0,28,19,0,0
Variant 5,Medium,Bug,App,12,4,1.0,1,48,10,0,0
Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,22,0,0
Variant 1,High,Feature Request,Website,6,3,0.0,0,18,22,1,0
Variant 4,Medium,Bug,Website,7,5,1.0,0,35,16,0,0
Variant 4,Medium,Bug,Email,7,4,1.0,0,28,1,1,0
Variant 1,Medium,Performance Issue,Email,6,3,0.0,0,18,23,0,0
Variant 3,High,Incident,Website,8,5,1.0,0,40,9,1,1
Variant 1,Low,Bug,Email,6,2,0.0,0,12,7,0,0
Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,0,0,0
Variant 4,Low,Bug,Email,7,5,1.0,0,35,9,1,0
Variant 3,Low,Performance Issue,Email,8,3,1.0,0,24,13,0,0
Variant 1,Low,Feature Request,Website,6,3,0.0,0,18,4,0,0
Variant 3,Low,Feature Request,Email,8,3,1.0,0,24,11,0,0
Variant 3,Medium,Incident,Website,8,5,1.0,0,40,21,1,0
Variant 3,Low,Feature Request,Email,8,4,1.0,0,32,13,1,0
Variant 1,Low,Incident,Email,6,2,0.0,0,12,2,0,0
Variant 1,Low,Feature Request,Email,6,3,0.0,0,18,22,1,0
Variant 3,Medium,Service Request,Email,8,4,1.0,0,32,14,0,0
Variant 3,Medium,Maintenance,Website,8,5,1.0,0,40,0,0,0
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,23,0,0
Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,18,0,0
Variant 5,Medium,Incident,Email,12,5,1.0,1,60,0,0,0
Variant 2,Medium,Bug,App,4,2,0.0,1,8,12,0,0
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,23,1,0
Variant 4,Low,Feature Request,Website,7,5,1.0,0,35,3,0,0
Variant 1,Low,Maintenance,Phone,6,3,0.0,0,18,12,0,0
Variant 12,Medium,Performance Issue,Website,6,3,0.0,0,18,12,1,0
Variant 1,Low,Bug,Email,6,2,0.0,0,12,1,1,0
Variant 3,Medium,Technical Issue,App,8,5,1.0,0,40,11,0,0
Variant 3,High,Feature Request,Website,8,5,1.0,0,40,4,1,0
Variant 1,Medium,Incident,Email,6,2,0.0,0,12,10,1,0
Variant 1,Medium,Incident,Email,6,2,0.0,0,12,11,1,0
Variant 8,Medium,Performance Issue,Website,10,3,0.0,0,30,0,0,0
Variant 3,High,Feature Request,Website,8,4,1.0,0,32,20,1,0
Variant 3,Low,Performance Issue,Website,8,3,1.0,0,24,12,0,0
Variant 3,Low,Performance Issue,App,8,4,1.0,0,32,4,1,0
Variant 10,High,Bug,Email,6,4,1.0,1,24,23,1,0
Variant 3,Medium,Technical Issue,Email,8,5,1.0,0,40,0,0,0
Variant 1,Low,Feature Request,Email,6,3,0.0,0,18,11,0,0
Variant 3,Medium,Feature Request,Website,8,4,1.0,0,32,23,0,0
Variant 5,High,Feature Request,Email,12,5,1.0,1,60,21,0,1
Variant 4,Medium,Bug,Email,7,4,1.0,0,28,11,1,0
Variant 3,High,Feature Request,Website,8,3,1.0,0,24,2,1,0
Variant 4,Medium,Bug,Website,7,6,1.0,0,42,2,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,2,1,0
Variant 12,High,Performance Issue,Website,6,4,0.0,0,24,19,1,0
Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,2,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,0,0,0
Variant 11,Medium,Maintenance,Website,6,3,0.0,0,18,4,0,0
Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,20,1,0
Variant 3,High,Performance Issue,Email,8,5,1.0,0,40,9,1,0
Variant 4,Medium,Bug,Email,7,5,1.0,0,35,17,0,0
Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,12,0,0
Variant 1,High,Performance Issue,Website,6,3,0.0,0,18,16,1,0
Variant 1,High,Bug,Phone,6,2,0.0,0,12,0,0,0
Variant 3,High,Performance Issue,Phone,8,4,1.0,0,32,7,1,0
Variant 1,Medium,Bug,Website,6,2,0.0,0,12,5,0,0
Variant 3,High,Performance Issue,Email,8,5,1.0,0,40,20,0,0
Variant 11,Medium,Feature Request,Email,6,4,0.0,0,24,12,1,0
Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,1,1,0
Variant 2,Medium,Performance Issue,Email,4,2,0.0,1,8,2,1,0
Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,12,0,0
Variant 1,Low,Performance Issue,Website,6,3,0.0,0,18,18,0,0
Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,4,1,0
Variant 3,Medium,Technical Issue,Email,8,4,1.0,0,32,3,0,0
Variant 1,Medium,Feature Request,Website,6,2,0.0,0,12,8,1,0
Variant 1,Medium,Technical Issue,Email,6,3,0.0,0,18,20,1,0
Variant 1,High,Feature Request,Email,6,3,0.0,0,18,13,0,0
Variant 1,Medium,Incident,Website,6,3,0.0,0,18,21,1,0
Variant 1,Medium,Feature Request,App,6,3,0.0,0,18,21,0,0
Variant 9,Medium,Maintenance,Email,10,5,1.0,0,50,9,1,0
Variant 10,High,Feature Request,Website,6,4,1.0,1,24,21,0,0
Variant 4,Medium,Performance Issue,Website,7,5,1.0,0,35,7,0,0
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,10,0,0
Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,14,0,0
Variant 3,High,Feature Request,Email,8,5,1.0,0,40,7,0,0
Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,4,1,0
Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,2,1,0
Variant 3,Medium,Feature Request,Website,8,4,1.0,0,32,6,0,0
Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,18,0,0
Variant 1,Medium,Service Request,Website,6,2,0.0,0,12,20,0,0
Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,6,1,0
Variant 1,Low,Bug,Email,6,3,0.0,0,18,4,1,0
Variant 1,High,Incident,Email,6,3,0.0,0,18,17,1,0
Variant 3,Medium,Maintenance,Website,8,5,1.0,0,40,22,0,0
Variant 2,High,Incident,Email,4,3,0.0,1,12,22,0,0
Variant 4,Medium,Service Request,Website,7,4,1.0,0,28,0,0,0
Variant 3,High,Incident,Website,8,4,1.0,0,32,10,1,0
Variant 4,High,Bug,Email,7,4,1.0,0,28,7,1,0
Variant 2,Low,Bug,Email,4,2,0.0,1,8,9,1,0
Variant 3,Medium,Incident,Email,8,5,1.0,0,40,5,0,0
Variant 3,Low,Technical Issue,Website,8,6,1.0,0,48,22,0,0
Variant 3,Medium,Performance Issue,App,8,5,1.0,0,40,21,0,0
Variant 9,Medium,Incident,Email,10,5,1.0,0,50,22,0,0
Variant 7,Medium,Bug,Email,15,7,3.0,0,105,15,1,0
Variant 3,Low,Service Request,Email,8,4,1.0,0,32,20,0,0
Variant 9,High,Bug,Website,10,5,1.0,0,50,10,0,0
Variant 1,Medium,Feature Request,Email,6,2,0.0,0,12,20,0,0
Variant 1,High,Feature Request,Website,6,3,0.0,0,18,13,0,0
Variant 1,High,Service Request,Website,6,3,0.0,0,18,4,1,0
Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,20,0,0
Variant 1,High,Feature Request,Website,6,3,0.0,0,18,18,0,0
Variant 1,Low,Feature Request,Email,6,2,0.0,0,12,17,0,0
Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,0,0,0
Variant 1,Low,Service Request,Website,6,2,0.0,0,12,12,0,0
Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,5,1,0
Variant 1,Low,Bug,Website,6,2,0.0,0,12,12,1,0
Variant 3,Medium,Incident,Email,8,5,1.0,0,40,20,1,0
Variant 1,High,Technical Issue,Website,6,3,0.0,0,18,16,0,0
Variant 1,Low,Incident,Website,6,2,0.0,0,12,18,1,0
Variant 1,Low,Performance Issue,Website,6,3,0.0,0,18,14,0,0
Variant 12,Medium,Performance Issue,Website,6,3,0.0,0,18,23,0,0
Variant 4,Medium,Feature Request,Website,7,4,1.0,0,28,23,0,0
Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,19,1,0
Variant 4,Low,Bug,Website,7,4,1.0,0,28,9,1,0
Variant 3,Low,Feature Request,Website,8,5,1.0,0,40,20,1,0
Variant 1,High,Service Request,Email,6,3,0.0,0,18,15,0,0
Variant 2,Low,Bug,Website,4,3,0.0,1,12,13,0,0
Variant 11,Medium,Bug,Website,6,3,0.0,0,18,0,0,0
Variant 1,Low,Performance Issue,Website,6,3,0.0,0,18,0,0,0
Variant 3,Low,Incident,Website,8,5,1.0,0,40,23,1,0
Variant 3,Low,Performance Issue,Website,8,6,1.0,0,48,6,1,0
Variant 1,Low,Incident,Website,6,2,0.0,0,12,16,0,0
Variant 1,Low,Feature Request,Website,6,3,0.0,0,18,6,0,0
Variant 7,High,Bug,Website,15,7,3.0,0,105,15,0,1
Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,2,1,0
Variant 3,Medium,Feature Request,Website,8,6,1.0,0,48,18,1,0
Variant 8,Medium,Bug,Website,10,3,0.0,0,30,17,0,0
Variant 1,Medium,Bug,App,6,3,0.0,0,18,7,1,0
Variant 3,Medium,Feature Request,Website,8,3,1.0,0,24,3,0,0
Variant 4,Medium,Feature Request,Email,7,4,1.0,0,28,20,0,0
Variant 8,Medium,Bug,Email,10,3,0.0,0,30,2,1,0
Variant 6,Medium,Maintenance,Website,10,6,2.0,0,60,6,0,0
Variant 3,High,Performance Issue,Website,8,5,1.0,0,40,9,0,0
Variant 3,Medium,Maintenance,Website,8,5,1.0,0,40,6,0,0
Variant 3,Low,Feature Request,Email,8,4,1.0,0,32,23,0,0
Variant 3,Low,Incident,Website,8,5,1.0,0,40,17,0,0
Variant 4,Low,Feature Request,Website,7,4,1.0,0,28,10,0,0
Variant 1,Low,Incident,Website,6,3,0.0,0,18,8,1,0
Variant 3,High,Performance Issue,Website,8,5,1.0,0,40,9,0,1
Variant 3,Medium,Incident,Website,8,5,1.0,0,40,9,1,0
Variant 3,High,Feature Request,Website,8,4,1.0,0,32,1,1,0
Variant 3,High,Incident,Website,8,4,1.0,0,32,12,0,0
Variant 3,Low,Service Request,App,8,4,1.0,0,32,11,0,0
Variant 3,Low,Performance Issue,Website,8,6,1.0,0,48,3,0,0
Variant 1,Low,Bug,Website,6,3,0.0,0,18,4,1,0
Variant 3,Medium,Feature Request,Website,8,5,1.0,0,40,16,0,0
Variant 2,Medium,Bug,Email,4,2,0.0,1,8,8,0,0
Variant 4,Medium,Bug,Website,7,4,1.0,0,28,7,0,0
Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,6,1,0
Variant 4,Medium,Technical Issue,Email,7,5,1.0,0,35,19,1,0
Variant 1,Medium,Performance Issue,Website,6,2,0.0,0,12,6,0,0
Variant 4,Medium,Feature Request,Website,7,4,1.0,0,28,18,1,0
Variant 3,High,Service Request,Website,8,4,1.0,0,32,16,0,0
Variant 4,Low,Feature Request,Website,7,5,1.0,0,35,11,0,0
Variant 10,High,Feature Request,Email,6,4,1.0,1,24,11,0,0
Variant 1,High,Incident,Email,6,3,0.0,0,18,6,0,0
Variant 1,Medium,Service Request,Website,6,2,0.0,0,12,19,0,0
Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,11,0,0
Variant 3,High,Feature Request,Email,8,6,1.0,0,48,23,0,0
Variant 7,Medium,Bug,Website,15,8,3.0,0,120,11,1,0
Variant 3,Low,Maintenance,Email,8,6,1.0,0,48,6,1,0
Variant 9,Medium,Bug,Website,10,5,1.0,0,50,15,0,0
Variant 3,High,Feature Request,Email,8,5,1.0,0,40,4,1,0
Variant 1,Low,Bug,Website,6,2,0.0,0,12,6,0,0
Variant 3,Low,Incident,Email,8,5,1.0,0,40,9,1,0
Variant 3,Low,Feature Request,Website,8,5,1.0,0,40,3,1,0
Variant 1,Low,Feature Request,Website,6,3,0.0,0,18,15,0,0
Variant 7,High,Bug,Website,15,9,3.0,0,135,5,0,1
Variant 3,Medium,Feature Request,Email,8,4,1.0,0,32,23,0,0
Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,20,1,0
Variant 7,High,Bug,Website,15,6,3.0,0,90,15,0,1
Variant 1,Low,Incident,App,6,3,0.0,0,18,3,0,0
Variant 3,Medium,Service Request,Website,8,4,1.0,0,32,13,1,0
Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,9,1,0
Variant 3,Medium,Incident,Email,8,3,1.0,0,24,5,1,0
Variant 1,Low,Bug,Website,6,3,0.0,0,18,21,1,0
Variant 8,Medium,Maintenance,Website,10,3,0.0,0,30,6,1,0
Variant 4,Low,Performance Issue,App,7,5,1.0,0,35,20,0,0
Variant 3,Medium,Performance Issue,Website,8,3,1.0,0,24,19,1,0
Variant 3,High,Feature Request,Email,8,4,1.0,0,32,1,0,0
